FiscalYearEnds,DateOfStatement,Currency,Range,Cashnequivalent,CurrAsset,FixedAsset,TotalAsset,CurrliAbilities,LongtermDebt,MinInterest,TotalLiab,Paidupcap,TotEquity,TotSales,GrossProfit,OperateProfit,NetIncome,CashPptAct,CashInvAct,CashFinAct,Eps,BookValue,Der,Roa,Roe,Npm,Opm,SalesPct,NetIncomePct,TotAssetPct,TotalLiabilitiesPct,Id,DateCreated,DateModified,IsUpdateDate,IdField 
December,2016-06-30,USD,13795.0,519972655.0,1007848005.0,2302162981.0,3310010986.0,1195849121.0,1163438680.0,0.0,2359287801.0,25868926633.0,950723185.0,3814989745.0,168745441.0,168745441.0,76480236.0,0.0,-171963106.0,-171963106.0,-64.3765,463.94,2.48,0.0231,0.0804,0.02,0.04,100.0,100.0,100.0,100.0,200,2016-03-24T16:05:28.016656,2016-10-01T00:03:46.096515,True,209
December,2016-06-30,IDR,1.0,850973000000.0,6285158000000.0,10889042000000.0,17174200000000.0,3356336000000.0,8780339000000.0,0.0,12136675000000.0,3484800000.0,5037525000000.0,9543022000000.0,1823262000000.0,-917310000000.0,-749668000000.0,0.0,-490484000000.0,-490484000000.0,306.227,1.0,2.41,-0.0582,-0.1984,-0.08,-0.1,10.84,165.84,3.79,0.93,201,2016-03-24T16:05:28.110406,2016-10-01T00:03:46.14339,True,210
December,2015-09-30,IDR,1.0,12374102762.0,1495632263979.0,62653429133.0,1558285693112.0,1042993744839.0,10754478000.0,0.0,1053748222839.0,1111112000.0,504537470273.0,2165378139023.0,117526056322.0,-19109014674.0,-62106826684.0,0.0,2493377042.0,2493377042.0,-74.5281,454.08,2.09,-0.0531,-0.1641,-0.03,-0.01,-44.59,260.62,-18.93,-21.41,202,2016-03-24T16:05:28.235406,2016-10-01T00:03:46.20589,True,211
December,2016-06-30,IDR,1.0,17793595000.0,545869132000.0,728121122000.0,1273990254000.0,512933238000.0,206799723000.0,0.0,719732961000.0,101538000.0,554257283000.0,319045293000.0,167648659000.0,116959704000.0,118892416000.0,0.0,25329721620.0,25329721620.0,1.0,5.0,1.3,0.0933,0.2145,0.37,0.37,-6.4,-52.24,-30.62,-38.23,204,2016-03-24T16:05:28.438531,2016-10-01T00:03:46.377765,True,213
December,2016-06-30,IDR,1.0,73103181670.0,78965371234.0,15004138495.0,93969509729.0,6809112000.0,5943414621.0,0.0,12752526621.0,286000000.0,81216983108.0,38813573520.0,28897998882.0,-2182952719.0,411597214.0,0.0,-80283587664.0,-80283587664.0,-10.6162,262.57,0.16,0.0058,0.0068,0.01,-0.06,-19.24,206.33,40.54,83.15,205,2016-03-24T16:05:28.547906,2016-10-01T00:03:46.45589,True,214
December,2016-06-30,IDR,1.0,69875582427.0,312743928194.0,1849012033949.0,2161755962142.0,118192642136.0,1134356541872.0,0.0,1252548184008.0,3665000000.0,909207778134.0,95389389450.0,21493169970.0,-28628334673.0,-18114905529.0,0.0,-39273650046.0,-39273650046.0,9.7745,270.75,1.38,-0.0112,-0.0266,-0.19,-0.3,-18.78,74.64,10.54,14.52,206,2016-03-24T16:05:28.641656,2016-10-01T00:03:46.54964,True,215
December,2016-06-30,IDR,1.0,41131972349.0,1071021329154.0,383644464254.0,1454665793408.0,275041980286.0,26765848685.0,0.0,542700467071.0,4276655336.0,911965326337.0,281581501696.0,152657519350.0,70991471735.0,32691365317.0,0.0,-1568884571.0,-1568884571.0,5.9079,225.43,0.6,0.03,0.0478,0.12,0.25,100.0,100.0,100.0,100.0,207,2016-03-24T16:05:28.735406,2016-10-01T00:03:46.64339,True,216
December,2016-06-30,IDR,1.0,9764350000.0,3903258560000.0,294793602000.0,4198052162000.0,3241638256000.0,0.0,0.0,324163825600.0,5226336198.0,956413906000.0,803047718000.0,84658852000.0,8458852000.0,59252196000.0,0.0,-276287795000.0,-276287795000.0,8.8203,163.49,0.34,0.0188,0.0826,0.07,0.01,2.23,-9.23,5.04,-1.34,209,2016-03-24T16:05:28.953179,2016-10-01T00:03:46.815265,True,219
December,2015-12-31,USD,14657.0,1460619.0,6195720.0,63901594.0,70097314.0,2985272.0,6347844.0,0.0,9333116.0,2500000000.0,60764198.0,1459552.0,-7017604.0,-7813725.0,-7813725.0,0.0,-1241664.0,-1241664.0,-88.5239,290.37,0.15,-0.1486,-0.1715,-5.35,-5.35,-1942.65,71.0,-34.65,-65.14,210,2016-03-24T16:05:29.067437,2016-10-01T00:03:46.89339,True,220
December,2016-06-30,IDR,1.0,154381142134.0,1136215195728.0,1383654666337.0,2519869862065.0,224456490929.0,218279963628.0,0.0,442736454557.0,7800760000.0,2077133407508.0,59875763255.0,39580769347.0,108357812899.0,104519204784.0,0.0,2556402996.0,2556402996.0,24.6323,816.85,0.21,0.0553,0.0671,1.75,1.81,95.73,15.06,64.26,18.67,211,2016-03-24T16:05:29.165093,2016-10-01T00:03:46.971515,True,221
December,2016-06-30,IDR,1.0,96595000000.0,238522000000.0,4405066000000.0,4643588000000.0,173554000000.0,1705584000000.0,0.0,1879140000000.0,6000000000.0,2764450000000.0,333137000000.0,77328000000.0,-28701000000.0,-16950000000.0,0.0,-58027000000.0,-58027000000.0,-51.2693,418.7,0.68,-0.0049,-0.0082,-0.05,-0.09,-28.11,111.76,5.52,23.83,212,2016-03-24T16:05:29.258843,2016-10-01T00:03:47.034015,True,222
December,2016-06-30,IDR,1.0,9513509882.0,259058254080.0,29557777340.0,288616031420.0,120618219821.0,0.0,0.0,120618219821.0,2120000000.0,167997811599.0,8879159726.0,-1527531127.0,-1527531127.0,98284406.0,0.0,-1579005643.0,-1579005643.0,-1.9308,76.8,0.72,0.0005,0.0008,0.01,-0.17,-6.54,130.34,-15.45,-33.63,213,2016-03-24T16:05:29.368218,2016-10-01T00:03:47.127765,True,223
December,2016-06-30,IDR,1.0,132061402000.0,2905053607000.0,82473428000.0,2987527035000.0,2502137055000.0,0.0,0.0,2502137055000.0,2329668917.0,485389980000.0,382317968000.0,27025672000.0,27025672000.0,24323105000.0,0.0,-1329430000.0,-1329430000.0,17.5419,220.47,5.15,0.0109,0.0668,0.06,0.07,19.75,22.77,20.0,17.06,214,2016-03-24T16:05:29.477593,2016-10-01T00:03:47.20589,True,224
December,2016-06-30,IDR,1.0,15663054339.0,696363862860.0,4102017493048.0,4798381355908.0,991473349322.0,2324846175636.0,0.0,3316319524958.0,3601462800.0,1482061830950.0,946840687391.0,-46658648677.0,-258488022310.0,-279983251625.0,0.0,-15342049677.0,-15342049677.0,-64.8773,384.03,2.24,-0.0778,-0.2519,-0.3,-0.27,23.32,-89.74,1.78,-26.7,215,2016-03-24T16:05:29.586968,2016-10-01T00:03:47.284015,True,225
December,2016-06-30,IDR,1.0,147310000000.0,3156943000000.0,4885854000000.0,8042797000000.0,2608222000000.0,220197000000.0,0.0,2828419000000.0,4183634000.0,5214378000000.0,14352700000000.0,3326518000000.0,-91184000000.0,-239442000000.0,0.0,-193399000000.0,-193399000000.0,9.5152,1.0,0.54,-0.0298,-0.0459,-0.02,-0.01,-3.88,258.72,-2.98,-0.42,216,2016-03-24T16:05:29.696343,2016-10-01T00:03:47.377765,True,226
December,2015-09-30,USD,14657.0,15799286.0,263745609.0,48669915.0,312415524.0,81634178.0,7073431.0,0.0,88707609.0,840000000.0,223707915.0,146850970.0,25597579.0,1647117.0,1296859.0,0.0,-1028922.0,-1028922.0,30.1715,3.0,0.4,0.0055,0.0077,0.01,0.01,-30.26,-497.65,-18.05,-70.36,217,2016-03-24T16:05:29.805718,2016-10-01T00:03:47.45589,True,227
December,2016-06-30,USD,14657.0,16279642.0,35634528.0,96578734.0,132213262.0,19825288.0,92221160.0,0.0,112046448.0,7101084801.0,20166814.0,38179995.0,11532652.0,7561406.0,2837760.0,0.0,-7022960.0,-7022960.0,4.2542,58.49,5.56,0.0286,0.1876,0.07,0.2,13.16,-125.04,10.08,3.36,218,2016-03-24T16:05:29.930718,2016-10-01T00:03:47.534015,True,228
December,2016-06-30,IDR,1.0,170194000000.0,23602156000000.0,7967617000000.0,31569773000000.0,21339596000000.0,1532839000000.0,0.0,22872435000000.0,4383000000.0,8697338000000.0,65517752000000.0,15746928000000.0,10183177000000.0,7596597000000.0,0.0,-891214000000.0,-891214000000.0,105.7107,238.66,2.63,0.3208,1.1646,0.12,0.16,7.59,18.48,27.54,-24.7,219,2016-03-24T16:05:30.055718,2016-10-01T00:03:47.61214,True,229
December,2016-06-30,IDR,1.0,3240968630.0,20803530175.0,234875523604.0,255679053779.0,33073852797.0,17639226457.0,0.0,50713079254.0,2266550488.0,204965974525.0,43122016381.0,12790887762.0,-321842883.0,-2678879978.0,0.0,-191625012.0,-191625012.0,0.5345,91.96,0.25,-0.014,-0.0174,-0.06,-0.01,11.73,1135.09,-0.84,-19.86,220,2016-03-24T16:05:30.196343,2016-10-01T00:03:47.70589,True,230
December,2016-06-30,IDR,1.0,10117715549.0,73790680282.0,873736487690.0,947527168243.0,356409424508.0,214610844617.0,0.0,571020269124.0,3550000250.0,376506899118.0,95598486268.0,42099503433.0,14129567438.0,149426593.0,0.0,-76453071415.0,-76453071415.0,0.9532,108.07,1.52,0.0002,0.0005,0.0,0.15,-3.93,-430.72,6.33,10.44,221,2016-03-24T16:05:30.305718,2016-10-01T00:03:47.79964,True,231
December,2016-03-31,USD,14657.0,180134661.0,225218449.0,157086408.0,382304857.0,25004380.0,3316832.0,0.0,28321212.0,2703620000.0,353983645.0,204457993.0,38433891.0,1165700.0,1004219.0,0.0,-922616.0,-922616.0,25.5566,1.0,0.08,0.0035,0.0038,0.0,0.01,-69.83,-30.88,-7.8,-32.76,222,2016-03-24T16:05:30.415093,2016-10-01T00:03:47.877765,True,232
December,2016-06-30,USD,14657.0,728598.0,25410531.0,97329483.0,122740014.0,30235881.0,30167569.0,0.0,60403450.0,9326826088.0,62336564.0,12936238.0,-910807.0,-5245724.0,-4459778.0,0.0,2609205.0,2609205.0,-18.6776,142.61,0.97,-0.0484,-0.0954,-0.34,-0.41,100.0,100.0,100.0,100.0,223,2016-03-24T16:05:30.524468,2016-10-01T00:03:47.971515,True,233
December,2016-06-30,IDR,1.0,21815580477.0,1894009262093.0,1682463352200.0,3576472614293.0,2964731101284.0,0.0,0.0,2964731101284.0,3173720000.0,611741513009.0,352223599080.0,61714539798.0,61714539798.0,47805732047.0,0.0,-83409181982.0,-83409181982.0,0.2855,179.36,4.85,0.0178,0.1042,0.14,0.18,-57.68,-7969.27,-19.92,-23.58,224,2016-03-24T16:05:30.633843,2016-10-01T00:03:48.04964,True,235
December,2016-06-30,IDR,1.0,603586445591.0,1244127121224.0,2889515480833.0,4133642602057.0,508164820919.0,394814050204.0,0.0,902978871123.0,1350904927.0,3230663730934.0,353884306684.0,274425490496.0,204464931003.0,193279811463.0,0.0,-339461424220.0,-339461424220.0,262.7291,2.0,0.28,0.0623,0.0798,0.55,0.58,35.04,18.62,20.12,56.07,225,2016-03-24T16:05:30.743218,2016-10-01T00:03:48.127765,True,236
December,2016-03-31,IDR,1.0,6126299000000.0,13714146000000.0,12327453000000.0,26041599000000.0,5915526000000.0,4449659000000.0,0.0,10365185000000.0,5830954000.0,15676414000000.0,24095759000000.0,7392008000000.0,3196579000000.0,2444040000000.0,0.0,-354961000000.0,-354961000000.0,648.1162,2.0,0.66,0.1251,0.2079,0.1,0.13,10.7,15.66,5.67,-4.67,226,2016-03-24T16:05:30.883843,2016-10-01T00:03:48.20589,True,237
December,2016-06-30,IDR,1.0,58130131265.0,327723268338.0,44811212116.0,372534480454.0,183723374121.0,13504750540.0,0.0,197228124661.0,1089750000.0,175306355793.0,159231813753.0,41423907820.0,15384379074.0,13021311592.0,0.0,-271812048.0,-271812048.0,2.0971,147.06,1.13,0.0466,0.099,0.08,0.1,-42.96,-517.96,20.11,33.48,227,2016-03-24T16:05:30.993218,2016-10-01T00:03:48.284015,True,238
December,2016-06-30,IDR,1.0,85074000000.0,660380000000.0,378415000000.0,1038795000000.0,413617000000.0,99863000000.0,0.0,513480000000.0,100000.0,525315000000.0,738135000000.0,165556000000.0,128577000000.0,122352000000.0,0.0,-137207534818.0,-137207534818.0,81.9602,530.87,0.98,0.2356,0.4658,0.17,0.17,-42.41,-49.06,28.32,-33.04,228,2016-03-24T16:05:31.118218,2016-10-01T00:03:48.36214,True,822
December,2016-06-30,IDR,1.0,64275870695.0,309534956646.0,74401083944.0,383936040590.0,62393966974.0,11077815153.0,0.0,73471782127.0,972204500.0,310454258463.0,677331846043.0,101236602078.0,64510388492.0,30204281128.0,0.0,-5069441695.0,-5069441695.0,55.5482,356.72,0.24,0.0787,0.0973,0.04,0.1,5.62,37.52,14.52,9.07,229,2016-03-24T16:05:31.211968,2016-10-01T00:03:48.440265,True,240
December,2016-06-30,IDR,1.0,122417712.0,12711877894.0,325659809018.0,338371686912.0,11881062691.0,1055879162.0,0.0,12936941853.0,3360000000.0,325434745059.0,14417011726.0,-6142462849.0,-13245720087.0,-9897443598.0,0.0,-42989000.0,-42989000.0,-4.6866,92.64,0.04,-0.039,-0.0406,-0.69,-0.92,-28.59,8.15,-4.15,18.96,230,2016-03-24T16:05:31.352593,2016-10-01T00:03:48.534015,True,242
December,2016-06-30,IDR,1.0,952472821.0,142689969235.0,314396567272.0,457086536508.0,174794963788.0,157330098018.0,0.0,332125061806.0,791383786.0,124961474702.0,116948730954.0,979980894.0,-23535055405.0,-53158789978.0,0.0,-550257589.0,-550257589.0,-41.3926,66.33,2.66,-0.1551,-0.5672,-0.45,-0.2,-100.92,-58.38,-23.1,3.02,231,2016-03-24T16:05:31.461968,2016-10-01T00:03:48.627765,True,243
December,2016-06-30,USD,13795.0,12064298.0,50233895.0,26090985.0,76324880.0,10603850.0,3533494.0,0.0,14137344.0,306000000.0,62187536.0,103204137.0,5841541.0,1843647.0,1334276.0,0.0,-822147.0,-822147.0,170.6925,2.0,0.23,0.0175,0.0215,0.01,0.02,7.43,55.47,-4.02,-35.5,232,2016-03-24T16:05:31.602593,2016-10-01T00:03:48.721515,True,244
December,2016-06-30,IDR,1.0,1314075569151.0,12212419257135.0,12731897816868.0,24944317074003.0,13142726440323.0,5138741850892.0,0.0,18281468291215.0,2765278412.0,6662848782788.0,18079674536440.0,2737375581388.0,1039797477303.0,-69534010890.0,0.0,-706910620878.0,-706910620878.0,-67.3647,2.0,2.74,-0.0028,-0.0104,0.0,0.06,-17.32,25.23,2.96,4.82,233,2016-03-24T16:05:31.727593,2016-10-01T00:03:48.79964,True,245
December,2016-06-30,IDR,1.0,383083436305.0,5417815282019.0,6174464421633.0,11592279703652.0,5858940257574.0,3813790124198.0,0.0,9672730381772.0,4325000000.0,1919549321880.0,1564575997397.0,641699772956.0,205825367404.0,78873953916.0,0.0,-204727552372.0,-204727552372.0,40.1976,465.4,5.04,0.0091,0.0548,0.05,0.13,14.97,24.25,9.15,9.61,234,2016-03-24T16:05:31.868218,2016-10-01T00:03:48.877765,True,246
December,2016-06-30,IDR,1.0,156545651067.0,1168633892020.0,597695711385.0,1766329603405.0,507055537629.0,172326450194.0,0.0,679381987823.0,483350000.0,1086947615582.0,858176778638.0,299079393107.0,163689229388.0,61086523793.0,0.0,-66343678912.0,-66343678912.0,24.242,240.72,0.63,0.0461,0.0749,0.07,0.19,-14.18,-11.16,1.64,-7.83,235,2016-03-24T16:05:31.977593,2016-10-01T00:03:48.95589,True,247
December,2016-06-30,IDR,1.0,313472666666.0,1068157388878.0,465551175363.0,1533708564241.0,846731120973.0,94268546525.0,0.0,940999667498.0,3099267500.0,592708896744.0,1621898667657.0,330054446623.0,54928873266.0,6566935986.0,0.0,-27324377570.0,-27324377570.0,-17.9817,182.25,1.59,0.0043,0.0111,0.0,0.03,1.81,14.57,7.48,13.3,236,2016-03-24T16:05:32.086968,2016-10-01T00:03:49.01839,True,248
December,2016-06-30,IDR,1.0,55856858861.0,737013628559.0,281169499801.0,1018183128360.0,647048258072.0,211871250408.0,0.0,858919508480.0,316800000.0,159263619880.0,983257276796.0,118737385110.0,44518053318.0,24509245095.0,0.0,-27155567817.0,-27155567817.0,123.133,810.11,5.39,0.0321,0.2052,0.02,0.05,1.33,28.43,24.92,21.81,237,2016-03-24T16:05:32.211968,2016-10-01T00:03:49.08089,True,249
December,2016-06-30,IDR,1.0,65566220758.0,108273247815.0,67444598807.0,175717846622.0,14599022432.0,4344953900.0,0.0,18943976332.0,181035556.0,156773870290.0,101999715346.0,23485932628.0,20062864753.0,19653963042.0,0.0,-9054112042.0,-9054112042.0,44.9782,1.0,0.12,0.1491,0.1672,0.19,0.2,14.4,-213.63,32.53,41.32,238,2016-03-24T16:05:32.336968,2016-10-01T00:03:49.127765,True,251
December,2016-06-30,USD,13795.0,194754000.0,599961000.0,1689200000.0,2289161000.0,148499000.0,306705000.0,0.0,455204000.0,9936338720.0,1833957000.0,789745000.0,118356000.0,79751000.0,50501000.0,0.0,37442000.0,37442000.0,-52.8249,2.0,0.25,0.0221,0.0275,0.06,0.1,-65.96,308.73,-3.32,-15.09,239,2016-03-24T16:05:32.490289,2016-10-01T00:03:49.20589,True,252
December,2016-03-31,IDR,1.0,11583945000000.0,42897504000000.0,47971338000000.0,90868842000000.0,26793559000000.0,22876142000000.0,0.0,49669701000000.0,8780426500.0,41199141000000.0,47564001000000.0,12867108000000.0,5424772000000.0,1683590000000.0,0.0,-1488865000000.0,-1488865000000.0,494.5272,5.0,1.21,0.0247,0.0545,0.04,0.11,9.05,19.85,4.11,1.47,240,2016-03-24T16:05:32.638726,2016-10-01T00:03:49.284015,True,253
December,2016-06-30,USD,14657.0,14898830.0,292035924.0,483174161.0,775210085.0,237504334.0,244458377.0,0.0,481962711.0,654351707.0,293247374.0,481372518.0,44550286.0,-4306040.0,-6001770.0,0.0,-72618391.0,-72618391.0,7.568,5.0,1.64,-0.0103,-0.0273,-0.01,-0.01,2.17,-726.79,9.13,14.23,241,2016-03-24T16:05:32.770562,2016-10-01T00:03:49.346515,True,254
December,2016-06-30,IDR,1.0,26203128546.0,999907921276.0,1411170285403.0,2411078206679.0,457580918811.0,164958062259.0,0.0,622538981070.0,656249710.0,1788539225609.0,1204681296733.0,131820557799.0,-6036556942.0,-4671473127.0,0.0,-13820781167.0,-13820781167.0,78.6882,2.0,0.35,-0.0026,-0.0035,0.0,-0.01,5.23,84.54,1.1,-21.96,242,2016-03-24T16:05:32.906304,2016-10-01T00:03:49.42464,True,255
December,2016-06-30,IDR,1.0,53125142128.0,82234952177.0,104746966741.0,186981918918.0,1072245445.0,634082000.0,0.0,1706327444.0,437913588.0,185275591474.0,75260160320.0,14205101315.0,8431824812.0,8042965085.0,0.0,-6290637000.0,-6290637000.0,-42.573,387.56,0.01,0.0574,0.0579,0.11,0.11,0.0,100.0,100.0,100.0,243,2016-03-24T16:05:33.042046,2016-10-01T00:03:49.48714,True,256
December,2016-06-30,USD,14657.0,303662315.0,910783947.0,1400460423.0,2311244370.0,489932904.0,950692948.0,0.0,1440625852.0,5210192000.0,870618518.0,845286018.0,79669199.0,-25173982.0,-25441497.0,0.0,53746236.0,53746236.0,-113.0588,2.0,1.65,-0.0147,-0.039,-0.03,-0.03,-73.38,65.05,-20.15,-25.59,244,2016-03-24T16:05:33.16314,2016-10-01T00:03:49.58089,True,257
December,2016-06-30,USD,14657.0,122694000.0,1776852000.0,4879121000.0,6655973000.0,1312064000.0,2764867000.0,0.0,4076931000.0,5470982941.0,2579042000.0,2098174000.0,440855000.0,226873000.0,181042000.0,0.0,10815000.0,10815000.0,218.1255,6.0,1.58,0.0363,0.0936,0.09,0.11,-1.73,-123.11,5.34,4.82,245,2016-03-24T16:05:33.295953,2016-10-01T00:03:49.67464,True,258
December,2016-06-30,IDR,1.0,288723000000.0,24822482000000.0,1352129000000.0,26174611000000.0,23369064000000.0,0.0,0.0,23369064000000.0,13088274241.0,2805547000000.0,1831775000000.0,761875000000.0,129419000000.0,86271000000.0,0.0,-196533000000.0,-196533000000.0,9.9133,315.89,8.33,0.0044,0.041,0.05,0.07,2.71,19.32,2.75,-2.81,246,2016-03-24T16:05:33.420953,2016-10-01T00:03:49.752765,True,259
December,2016-06-30,IDR,1.0,330138375955.0,475376411529.0,4452105304331.0,4927481715860.0,183207034912.0,689764213313.0,0.0,872971248225.0,3766456710.0,4054510467635.0,394395486844.0,291501929425.0,91638411211.0,52334655828.0,0.0,-113504385282.0,-113504385282.0,8.9293,355.45,0.22,0.0142,0.0172,0.13,0.23,2.29,38.25,52.36,13.1,247,2016-03-24T16:05:33.561578,2016-10-01T00:03:49.877765,True,260
December,2016-06-30,USD,14657.0,5440000.0,50344000.0,274104000.0,324448000.0,45537000.0,150151000.0,0.0,195688000.0,1388883283.0,128760000.0,77184000.0,8199000.0,-14000.0,1633000.0,0.0,-10462000.0,-10462000.0,736.0031,1.0,1.52,0.0067,0.0169,0.02,0.0,-0.05,99.49,2.65,-16.35,248,2016-03-24T16:05:33.670953,2016-10-01T00:03:49.95589,True,261
December,2016-06-30,IDR,1.0,169437000000.0,2369168000000.0,3808649000000.0,6177817000000.0,1968507000000.0,3474207000000.0,0.0,5442714000000.0,2160029220.0,735103000000.0,1043813000000.0,284176000000.0,-230496000000.0,-189307000000.0,0.0,-55961000000.0,-55961000000.0,35.1977,340.99,7.4,-0.0409,-0.3434,-0.18,-0.22,-2.69,196.03,-10.76,-9.19,249,2016-03-24T16:05:33.795953,2016-10-01T00:03:50.034015,True,262
December,2016-06-30,IDR,1.0,5296404191.0,46282989425.0,8610331240.0,54893320665.0,13339801987.0,12796517675.0,0.0,29136319662.0,118365600.0,28757001003.0,59977711631.0,12809224099.0,2545115459.0,1580193975.0,0.0,-48995269.0,-48995269.0,7.0059,270.68,1.01,0.0384,0.0733,0.03,0.04,-8.82,-183.21,-17.18,-201.93,250,2016-03-24T16:05:33.936578,2016-10-01T00:03:50.14339,True,263
December,2016-06-30,IDR,1.0,8655562000000.0,13133854000000.0,14504506000000.0,27638360000000.0,2687743000000.0,1084667000000.0,0.0,3772410000000.0,3681231699.0,23865950000000.0,17798055000000.0,7909136000000.0,5056930000000.0,4356661000000.0,0.0,-630522000000.0,-630522000000.0,1.0,6.0,0.16,0.1576,0.1825,0.24,0.28,-14.63,4.94,8.76,-15.37,251,2016-03-24T16:05:34.061578,2016-10-01T00:03:50.23714,True,264
December,2016-06-30,USD,14657.0,10423745.0,85127651.0,191647963.0,276775614.0,94963200.0,27677290.0,0.0,122640490.0,6443379509.0,154135124.0,149156364.0,27022160.0,7611304.0,1157493.0,0.0,-6154401.0,-6154401.0,9.3889,314.0,0.8,0.0056,0.01,0.01,0.05,-6.88,54.54,0.59,2.46,253,2016-03-24T16:05:34.327203,2016-10-01T00:03:50.471515,True,266
December,2016-06-30,IDR,1.0,3729123000000.0,8821599000000.0,43789363000000.0,52610962000000.0,15055778000000.0,24314380000000.0,0.0,39370158000000.0,5433933500.0,13240804000000.0,19581537000000.0,0.0,-1652917000000.0,-1122335000000.0,0.0,-3706132000000.0,-3706132000000.0,157.5547,2.0,2.97,-0.0284,-0.113,-0.06,-0.08,9.48,271.42,-17.3,-24.04,254,2016-03-24T16:05:34.452203,2016-10-01T00:03:50.58089,True,267
December,2016-03-31,IDR,1.0,221554000000.0,3459738000000.0,1941558000000.0,5401296000000.0,2412385000000.0,562091000000.0,0.0,2974476000000.0,7185992035.0,2426820000000.0,2710265000000.0,545350000000.0,302273000000.0,102980000000.0,0.0,-14168000000.0,-14168000000.0,19.9933,360.34,1.23,0.0254,0.0566,0.04,0.11,4.16,18.61,9.43,9.75,255,2016-03-24T16:05:34.608453,2016-10-01T00:03:50.690265,True,268
December,2015-12-31,USD,13795.0,1681642.0,1762792.0,112179847.0,113942639.0,15273.0,0.0,0.0,15273.0,34000000.0,113927366.0,99544.0,99544.0,22542272.0,22542272.0,0.0,0.0,0.0,9.0,46.0,0.0,0.1978,0.1979,226.46,226.46,-241.93,-3.75,26.85,-28.82,256,2016-03-24T16:05:34.733453,2016-10-01T00:03:50.784015,True,269
December,2016-06-30,USD,13795.0,267818000.0,512318000.0,666045000.0,1178363000.0,284344000.0,59462000.0,0.0,343806000.0,1129925000.0,834557000.0,1589409000.0,350231000.0,139446000.0,63107000.0,0.0,-13153000.0,-13153000.0,817.9078,9.0,0.41,0.0536,0.0756,0.04,0.09,-35.28,-64.45,-11.88,-34.41,257,2016-03-24T16:05:34.842828,2016-10-01T00:03:50.86214,True,270
December,2016-03-31,IDR,1.0,44096970834.0,237086249120.0,3146776777127.0,3383863026247.0,400822612017.0,1671794905443.0,0.0,2072617517459.0,3774685500.0,1311245508787.0,482622298290.0,113984982094.0,9483632184.0,137123585.0,0.0,-48051901319.0,-48051901319.0,-20.6556,336.23,1.58,0.0001,0.0001,0.0,0.02,11.66,113.49,3.15,9.3,259,2016-03-24T16:05:35.092828,2016-10-01T00:03:51.065265,True,273
